lipsx,lipsy,left_browx,left_browy,right_browx,right_browy,body0x,body0y,body1x,body1y,body2x,body2y,body3x,body3y,body4x,body4y,body5x,body5y,body6x,body6y,body7x,body7y,face0x,face0y,face1x,face1y,face2x,face2y,face3x,face3y,TRUTH
-0.0011067211627960316,0.031804293394088745,-0.05307493507862093,-0.03359072357416154,0.06064803898334503,-0.02937045693397522,0.24474941194057465,-0.0033852308988571167,-0.24474941194057465,0.0033852308988571167,0.3103860467672348,0.23878325521945953,-0.285605251789093,0.2507985979318619,0.3097183555364609,0.4644179493188858,-0.29128383100032806,0.4850356727838516,0.3508905619382858,0.5281613618135452,-0.3234659880399704,0.5442806035280228,0.008663325206093142,-0.04034051104732181,-0.004294968786693776,0.06309144624641963,-0.0809048241184604,0.017945678484055316,0.07982690872684606,0.02336287498474121,1
-0.0017938166856765747,0.030795910954475397,-0.05295866429805757,-0.03207433074712754,0.059243825078010515,-0.02902546226978303,0.24605708569288254,-0.0031360238790512085,-0.24605708569288254,0.0031360238790512085,0.31111621111631393,0.23819370567798615,-0.28450969606637955,0.2510799914598465,0.3114541098475456,0.46411700546741486,-0.28815894573926926,0.4842025190591812,0.35183244198560715,0.5271559506654739,-0.3173389807343483,0.5444086343050003,0.007592054812804505,-0.03788542196802472,-0.004266334431512031,0.06106120489892505,-0.07910560023400093,0.01936706708323571,0.07731141967158162,0.023393386794674786,1
-0.0027184158563614003,0.031074261665344244,-0.05402675271034241,-0.03240129947662354,0.05820336937904358,-0.02854816019535064,0.24697351455688477,-0.0029543787240982056,-0.24697351455688477,0.0029543787240982056,0.311288058757782,0.2379366010427475,-0.28426916897296906,0.25094978511333466,0.31319987773895264,0.4639137238264084,-0.2874087244272232,0.48418860137462616,0.3528823256492615,0.5267309993505478,-0.31354402005672455,0.5454887002706528,0.006395223348037049,-0.037178713342417846,-0.006020553055263722,0.060508190166382564,-0.08121290706819101,0.01901233484668116,0.07506152602934069,0.023402606287310196,1
-0.0027344226837158203,0.031018404662609106,-0.05308646261692046,-0.03275410085916519,0.05922448933124547,-0.02853594720363617,0.24723467975854874,-0.002924874424934387,-0.24723467975854874,0.002924874424934387,0.3116774931550026,0.23478780686855316,-0.2840969190001488,0.25074927508831024,0.31650445610284805,0.46321265399456024,-0.28711704164743423,0.4835813492536545,0.35439977794885635,0.5266415923833847,-0.3122521862387657,0.5457922667264938,0.007735481728678162,-0.03753945101862369,-0.006494402885437012,0.060073866021065486,-0.08060884475708008,0.018408212930925427,0.07568180561065674,0.023359256405984213,1
-0.002797773480415322,0.030957052111625666,-0.05241195261478426,-0.03234895467758178,0.058885610103607156,-0.028197728097438812,0.24739453941583633,-0.0028471648693084717,-0.24739453941583633,0.0028471648693084717,0.3118616119027138,0.23128929734230042,-0.28488125652074814,0.24907132983207703,0.3176709786057472,0.46271583437919617,-0.2868490442633629,0.48195531964302063,0.35453591495752335,0.5266537368297577,-0.3115353658795357,0.5457493364810944,0.007851651181345398,-0.037106047505917755,-0.0065592924753825055,0.06005658067408062,-0.0802423511782,0.01846454556911223,0.07538528884610818,0.02352738524636916,1
-0.002751207351684548,0.030712652206420887,-0.05297227203845978,-0.03275664597749711,0.05878303050994871,-0.02856392413377762,0.24779298156499863,-0.0028191953897476196,-0.24779298156499863,0.0028191953897476196,0.31224604696035385,0.23063455522060394,-0.28534530848264694,0.2487117499113083,0.31829484552145004,0.46246640384197235,-0.28709956258535385,0.48108629882335663,0.3544963225722313,0.5265872925519943,-0.311922125518322,0.5457023829221725,0.007497536099475344,-0.037555438992769835,-0.006637492350169583,0.05982299290952228,-0.08059038462177398,0.018144599853023413,0.0751736587093722,0.023225583376422998,1
-0.0030393391847610696,0.030698850750923157,-0.05308765470981597,-0.033148981630802155,0.05914211869239805,-0.0285907804965973,0.24830129742622375,-0.0027167797088623047,-0.24830129742622375,0.0027167797088623047,0.312145859003067,0.23061460256576538,-0.28603364527225494,0.2483883500099182,0.31847772002220154,0.46237796545028687,-0.28761640191078186,0.4807949662208557,0.3544776737689972,0.5264844298362732,-0.3127596527338028,0.5457236170768738,0.007667221452878847,-0.03758765789477722,-0.007141590118408203,0.05980206600257329,-0.08108037421780245,0.01806969027365407,0.07511172467662441,0.023418694734573364,1
-0.0032546877861022727,0.03129202872514725,-0.05332595407962798,-0.03270543217658997,0.05850446820259092,-0.028200554847717274,0.24851710349321365,-0.002618268132209778,-0.24851710349321365,0.002618268132209778,0.3120765760540962,0.23071162402629852,-0.2865120992064476,0.24811695516109467,0.31883514672517776,0.4624827355146408,-0.28791021555662155,0.4806656688451767,0.35470325499773026,0.5265837758779526,-0.31320857256650925,0.5458088368177414,0.0071323267791582046,-0.03713355990855591,-0.007194033690861301,0.060554017623265594,-0.08130937334029903,0.018499948324695703,0.07475395452591682,0.02381713736441829,1
-0.0033735871315002663,0.03154924958944322,-0.05277259349822999,-0.0325809359550476,0.058631849288940385,-0.027861326932907104,0.24890705198049545,-0.0025512129068374634,-0.24890705198049545,0.0025512129068374634,0.31188031286001205,0.23079074919223785,-0.28712669759988785,0.24814726412296295,0.3188997730612755,0.46257443726062775,-0.28826964646577835,0.48068054020404816,0.35465892404317856,0.5266767293214798,-0.31370238214731216,0.5460027605295181,0.007651100987973447,-0.03662887312795804,-0.0071894398757389455,0.0610547335374923,-0.08079224921041922,0.018406788187642242,0.07500297023404034,0.024013201555898117,1
-0.0029958486557006836,0.032743760943412775,-0.052734681963920615,-0.032746671140193945,0.059296607971191406,-0.027843815088272106,0.2492971122264862,-0.0024534910917282104,-0.2492971122264862,0.0024534910917282104,0.31127259135246277,0.23111452162265778,-0.28836217522621155,0.24822105467319489,0.31855109333992004,0.46280087530612946,-0.2887813597917557,0.4807296544313431,0.35402992367744446,0.5269867330789566,-0.3143570125102997,0.5461974292993546,0.008078763018483703,-0.036488410247408815,-0.006854165168035609,0.06251287602242969,-0.0803999545112733,0.018543924054791855,0.07566584310223978,0.02426779654718214,1
